feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,comp_active,target
-1.103338449065532,-0.7250246402444398,-0.7818052573180567,0.2669758563943925,-0.24858072943889084,0.12648305151184983,0.8430425708043379,0.8579365494757685,0.47518364194858514,-0.4507685980824168,-0.7549322818237513,-0.8148141073390911,0,-0.24015144640935931
-0.3438548577942607,-0.05138009378693365,-0.972273677374357,-1.1344875329570228,0.30570521940427436,-1.8516850300587613,-0.1770535081731753,0.42582566727720134,-0.9853556064014685,-1.1129541306361368,-0.7606260324368407,0.6480245888364551,0,-0.6622125065113166
-0.12983135641150817,-1.8695972328417114,-0.42334910981158214,1.013896799797998,0.983715344494681,0.6300419507298725,-0.23805880511791805,-1.8449398759528108,0.16957772908778576,-0.17597776424923472,0.07679986448808807,1.5423041109956315,0,0.5531866886951033
0.18368353864928177,0.2763338112116042,0.60509748714115,-0.25656890687358347,-0.6643563363880756,-0.7373730463555963,0.7669664848521094,0.5045526940525952,-0.48954647183368644,1.152695318344823,0.1843314807437683,-1.3402183858497783,0,0.42797635168146725
0.6058789654488664,-0.13948567840174828,-1.3288018246050828,0.5154848458324957,-0.3448165176946628,-0.3923426027377626,0.5898959165637815,-2.192496725059042,-1.2773002232819268,-0.424520173132984,0.2491635754284672,-0.6651072836012581,0,-0.1973249110936269
-0.9967172399235361,-1.05242308652736,-0.11729315387593296,0.6750199304550224,-1.4500021129549956,-2.0803790092492207,-0.29737617711179,-0.38201813147946434,-0.908980457498656,0.6117427657792405,0.8046315867376995,-0.5641675681698397,0,0.018361497140072902
-0.3444514077774843,0.5700291999725056,-0.42921262053906933,-1.4031443828994126,-0.06756824481107009,-0.9042325062053423,0.3252800511826809,-0.5051739064583474,-0.1891522373142775,0.5194133345299351,-0.1248190966291536,-0.6340162182175496,1,0.41176442648971256
-1.0064568989289748,1.7210699849259294,1.106608606494993,-1.5036527644151223,-1.052435432782002,0.5840120426474756,-0.588364848256607,0.015163412593471346,0.814011590869202,0.12878910185462017,-0.1292163770236938,-0.47359920099725056,1,0.19325730701845734
-0.08642260519711173,0.38668425876103063,1.7347666007652345,1.0650031126157338,-0.19944702852059917,0.9165646857829437,0.11714239198880873,-1.4813830831122459,-0.10665150628305381,0.9946871517023675,-0.5963627681016923,0.9359904254410167,1,0.8480726123703695
-0.306682928808508,0.026489954793239873,-1.1911495707048543,2.070178576907857,0.45343721403099296,1.0084298012263986,-0.45270930001215465,-1.4634046256774276,1.2116085712575098,-0.7118646310438451,1.6520524733174164,-0.17110217265022565,1,0.381804779792092
1.6245307254155992,-0.729026789973159,-1.7639888325452324,0.6980904951278644,-0.06804879593383435,-0.002720664561803098,1.048707774064752,-0.882152891241983,-1.294630313879628,-1.1684366858566861,-1.6821666273617666,-1.8086221119765802,1,1.3524072920369583
-1.285238939962188,-0.974003651952987,-0.45893513264996116,-1.2143607775279341,-0.14966600153317874,0.7312469010153925,-0.25173928382442434,0.3796369838510259,-0.9573409048383371,0.23714513727312567,0.40413649471524277,-0.7182034035162363,0,-0.2631656229411135
-1.6152415653116443,-0.28312493043636877,-0.11770311399363657,1.3019772499079028,-0.542570905763427,1.4860886807315785,-2.540753426948801,-0.4669225615566299,-0.6568150771120203,-0.5546624890218637,-0.7070578934344519,-0.23243248325967733,0,-0.6024037145849401
1.4393506485506713,-0.33998176288110804,0.9880250645002019,-0.2865147017550687,-0.0854321476634076,-2.5435263510795427,-0.1082895896106206,0.40402191278219246,-1.3201742396194003,-0.8003183808902133,-1.0418078020668382,1.8951476562581178,0,0.6241179246869262
-1.1691941554025185,-0.9135364747809134,-2.882348147569897,-1.7627596822261695,-0.001575182240535898,-1.469144600430849,-2.9343345439050923,-0.49793476681400045,-0.11154801534069288,0.04982319975605553,0.1491899893258526,-0.8148030555046061,0,-0.8852792412453115
2.548770976055807,-0.7642173280083616,0.22054299729033564,-1.4689320993384976,-0.8288537386009417,-1.7223258374684915,-0.0032658359721207332,-0.6092694249410624,-1.2041714869103144,-2.191625389776598,0.3303702761325989,0.5951425729215735,1,2.0225736517219377
0.6140235898285351,-0.2949284472390533,0.4782446396669524,0.6968138429808941,0.30416610763300433,1.2196720908409397,-0.351120695988252,0.016186666247721946,-1.6832511224903048,1.8877821978122715,-0.9132681233112661,0.15405624026473005,0,0.4092803377175942
